name,bib,sex,flag,race,utmb_index,utmb_agegroup,utmb_uri,utmb_name
Jeffrey ARCHER,4028,M,🇨🇦,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/228046.jeffrey.archer,Jeffrey ARCHER
Jeffrey CAMPBELL,3038,M,🇨🇦,#2_Trail Long,0,,,
Jeremy HUNT,1009,M,🇦🇺,#1_Vertical Uphill,0,,,
Jeremy HUNT,4010,M,🇦🇺,#5_Mountain Classic Senior,0,,,
Jesus CUEVAS VERAMENDI,4316,M,🇧🇴,#4_Mountain Classic Junior,0,,,
Jesus QUIROZ,4388,M,🇲🇽,#4_Mountain Classic Junior,0,40-44,https://utmb.world/en/runner/716148.jesusmariano.quirozjuarez,Jesus-Mariano QUIROZ-JUAREZ
Joel TORREZ CRUZ,4024,M,🇧🇴,#5_Mountain Classic Senior,0,,,
Johan BUGGE,1157,M,🇳🇴,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2330377.johan.bugge,Johan BUGGE
Johan BUGGE,4158,M,🇳🇴,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2330377.johan.bugge,Johan BUGGE
Jon AZIZ,2345,M,🇺🇸,#3_Trail Short,0,,,
Jonas SOLDINI,1209,M,🇨🇭,#1_Vertical Uphill,0,,,
Jonas SOLDINI,4217,M,🇨🇭,#5_Mountain Classic Senior,0,,,
Joseph GRAY,1231,M,🇺🇸,#1_Vertical Uphill,0,,,
Joshua WADE,3120,M,🇬🇧,#2_Trail Long,0,,,
Josphat KIPROTICH,1128,M,🇰🇪,#1_Vertical Uphill,0,,,
Josphat KIPROTICH,4132,M,🇰🇪,#5_Mountain Classic Senior,0,,,
Josue Leonardo TACURI GUAMAN,2099,M,🇪🇨,#3_Trail Short,0,,,
Juan Ignacio REDOLATTI,1004,M,🇦🇷,#1_Vertical Uphill,0,,,
Jules BARRIOD,4340,M,🇫🇷,#4_Mountain Classic Junior,0,U20,https://utmb.world/en/runner/4943385.jules.barriod,Jules BARRIOD
Julian Salas ACUÑA,4301,M,🇦🇷,#4_Mountain Classic Junior,0,,,
Jun Kwan CHAN,1142,M,🇲🇾,#1_Vertical Uphill,0,,,
Justino CORONADO,1145,M,🇲🇽,#1_Vertical Uphill,0,,,
Jānis MEŽIELS,1136,M,🇱🇻,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/1983983.janis.meziels,Jānis MEŽIELS
Jānis MEŽIELS,4140,M,🇱🇻,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/1983983.janis.meziels,Jānis MEŽIELS
Karim RAMADAN,1139,M,🇱🇧,#1_Vertical Uphill,0,,,
Karim RAMADAN,4143,M,🇱🇧,#5_Mountain Classic Senior,0,,,
Karl MIDLANE,2359,M,🇿🇲,#3_Trail Short,0,,,
Kenan PALA,4426,M,🇺🇸,#4_Mountain Classic Junior,0,,,
Kevin DURE MORALES,1003,M,🇦🇷,#1_Vertical Uphill,0,50-54,https://utmb.world/en/runner/1572703.kevinalejandro.duremorales,Kevin-Alejandro DURE-MORALES
Killian MOONEY,1110,M,🇮🇪,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2587203.killian.mooney,Killian MOONEY
Killian MOONEY,4112,M,🇮🇪,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2587203.killian.mooney,Killian MOONEY
Kok Wai TSE,3138,M,🇭🇰,#2_Trail Long,0,,,
Kouider BOUREGBA,4001,M,🇩🇿,#5_Mountain Classic Senior,0,50-54,https://utmb.world/en/runner/3747789.kouider.bouregba,Kouider BOUREGBA
Kristaps BĒRZIŅŠ,1133,M,🇱🇻,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/1983175.kristaps.berzins,Kristaps BERZINS
Kristaps BĒRZIŅŠ,4137,M,🇱🇻,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/1983175.kristaps.berzins,Kristaps BERZINS
Kristian JONES,2141,M,🇬🇧,#3_Trail Short,0,,,
Lari TAKANEN,4074,M,🇫🇮,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/1390723.lari.takanen,Lari TAKANEN
Lautaro Daniel TESIO,4304,M,🇦🇷,#4_Mountain Classic Junior,0,,,
Lawson DUFF,4308,M,🇦🇺,#4_Mountain Classic Junior,0,,,
Leo PETERSON,4012,M,🇦🇺,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2330523.leo.peterson,Leo PETERSON
Leonard CHEMUTAI,4225,M,🇺🇬,#5_Mountain Classic Senior,0,,,
Levente POCSAI,4360,M,🇭🇺,#4_Mountain Classic Junior,0,,,
Levi KIPROTICH,1225,M,🇺🇬,#1_Vertical Uphill,0,,,
Liam MEIROW,4238,M,🇺🇸,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/3805553.liam.meirow,Liam MEIROW
Lorenzo BUGLI,4208,M,🇸🇲,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2330545.lorenzo.bugli,Lorenzo BUGLI
Loïc BERGER,4408,M,🇨🇭,#4_Mountain Classic Junior,0,,,
Lucas MALDONADO,4323,M,🇨🇱,#4_Mountain Classic Junior,0,,,
Luciano ROTA,4122,M,🇮🇹,#5_Mountain Classic Senior,0,,,
Luis Fernando ORDOÑEZ,4148,M,🇲🇽,#5_Mountain Classic Senior,0,,,
Maciej LACHOWSKI,4393,M,🇵🇱,#4_Mountain Classic Junior,0,,,
Marcel HÖCHE,2147,M,🇩🇪,#3_Trail Short,0,,,
Marco FRANCIONI,1202,M,🇸🇲,#1_Vertical Uphill,0,,,
Marco FRANCIONI,4209,M,🇸🇲,#5_Mountain Classic Senior,0,,,
Marek CHRASCINA,1052,M,🇨🇿,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2330405.marek.chrascina,Marek CHRASCINA
Marek CHRASCINA,4049,M,🇨🇿,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2330405.marek.chrascina,Marek CHRASCINA
Marius Valentin POPA,1184,M,🇷🇴,#1_Vertical Uphill,0,,,
Marius Valentin POPA,4189,M,🇷🇴,#5_Mountain Classic Senior,0,,,
Mark KOCAR,4400,M,🇸🇮,#4_Mountain Classic Junior,0,,,
Mark LOPEZ,4385,M,🇲🇽,#4_Mountain Classic Junior,0,,,
Mark PACE,1152,M,🇲🇹,#1_Vertical Uphill,0,,,
Martin ENZENBERGER,1015,M,🇦🇹,#1_Vertical Uphill,0,,,
Martin ENZENBERGER,4017,M,🇦🇹,#5_Mountain Classic Senior,0,,,
Martín Alejandro BALLIRO,3001,M,🇦🇷,#2_Trail Long,0,,,
Martín CÉSPEDES,4320,M,🇨🇱,#4_Mountain Classic Junior,0,,,
Matija MAGLICA,4401,M,🇸🇮,#4_Mountain Classic Junior,0,,,
Matthieu BÜHRER,4409,M,🇨🇭,#4_Mountain Classic Junior,0,,,
Matěj PLACATKA,4324,M,🇨🇿,#4_Mountain Classic Junior,0,,,
Mauro DALLAPICCOLA,4374,M,🇮🇹,#4_Mountain Classic Junior,0,,,
Mbuleli MATHANGA,4195,M,🇿🇦,#5_Mountain Classic Senior,0,,,
Mervan HAYKIR,4417,M,🇹🇷,#4_Mountain Classic Junior,0,,,
Michael MAIORANO,4425,M,🇺🇸,#4_Mountain Classic Junior,0,,,
Michael SUTTON,1166,M,🇳🇿,#1_Vertical Uphill,0,,,
Michael SUTTON,4168,M,🇳🇿,#5_Mountain Classic Senior,0,,,
Michal ŠMAHEL,1054,M,🇨🇿,#1_Vertical Uphill,0,,,
Michal ŠMAHEL,4051,M,🇨🇿,#5_Mountain Classic Senior,0,,,
Michał OLEJNIK,4180,M,🇵🇱,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/5222492.michal.olejnik,Michał OLEJNIK
Michele AGOSTINI,4207,M,🇸🇲,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/2330537.michele.agostini,Michele AGOSTINI
Milán ZAHORÁN,4361,M,🇭🇺,#4_Mountain Classic Junior,0,,,
Mohamad Affindi BIN NUDIN,2231,M,🇲🇾,#3_Trail Short,0,35-39,https://utmb.world/en/runner/3906375.mohamadaffindi.binnudin,Mohamad Affindi BIN NUDIN
Muhammad Aqmal Hakim BIN MOHD ADZMI,3207,M,🇲🇾,#2_Trail Long,0,,,
Mustapha MOUMENE,2002,M,🇩🇿,#3_Trail Short,0,,,
Nayib Daabal CHMEIT,2357,M,🇻🇪,#3_Trail Short,0,,,
Niam MACDONALD,1165,M,🇳🇿,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/809173.niam.macdonald,Niam MACDONALD
Niam MACDONALD,4167,M,🇳🇿,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/809173.niam.macdonald,Niam MACDONALD
Nicola MOROSINI,4377,M,🇮🇹,#4_Mountain Classic Junior,0,,,
Nicolás PALACIOS,2063,M,🇨🇱,#3_Trail Short,0,35-39,https://utmb.world/en/runner/569918.nicolas.palacios,Nicolas PALACIOS
Nicoló LORA MORETTO,4375,M,🇮🇹,#4_Mountain Classic Junior,0,U20,https://utmb.world/en/runner/5146971.nicolo.loramoretto,Nicolò LORA MORETTO
Nino FREITAG,4410,M,🇨🇭,#4_Mountain Classic Junior,0,,,
Oscar Paul BASANTES GUAÑUNA,1061,M,🇪🇨,#1_Vertical Uphill,0,,,
Oscar Paul BASANTES GUAÑUNA,4058,M,🇪🇨,#5_Mountain Classic Senior,0,,,
Pablo Ariel NADALEZ,3003,M,🇦🇷,#2_Trail Long,0,,,
Pavol OROLÍN,2317,M,🇸🇰,#3_Trail Short,0,20-34,https://utmb.world/en/runner/806292.pavol.orolin,Pavol OROLIN
Pedro Jose PUENTES FIGUEROA,1238,M,🇻🇪,#1_Vertical Uphill,0,,,
Pedro Jose PUENTES FIGUEROA,4243,M,🇻🇪,#5_Mountain Classic Senior,0,,,
Pedro Miguel RODRIGUES,4186,M,🇵🇹,#5_Mountain Classic Senior,0,45-49,https://utmb.world/en/runner/396119.pedromiguel.rodrigues,Pedro-Miguel RODRIGUES
Peter-Daniel HERMAN,1182,M,🇷🇴,#1_Vertical Uphill,0,,,
Peter-Daniel HERMAN,4187,M,🇷🇴,#5_Mountain Classic Senior,0,,,
Ranto RANTO,2167,M,🇮🇩,#3_Trail Short,0,,,
Raoul RAUS,4022,M,🇧🇪,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/3371547.raoul.raus,Raoul RAUS
Rikki WYNNE,3151,M,🇮🇪,#2_Trail Long,0,,,
Robert MCCANN,4030,M,🇨🇦,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/3709147.robert.mccann,Robert MCCANN
Roberth Paul GUACHAMIN RAIMUNDO,4327,M,🇪🇨,#4_Mountain Classic Junior,0,,,
Roberto DEL VALLE,4147,M,🇲🇽,#5_Mountain Classic Senior,0,,,
Rodrigo Andres POZO ROSAS,2098,M,🇪🇨,#3_Trail Short,0,,,
Rogério SILVESTRIM,2042,M,🇧🇷,#3_Trail Short,0,,,
Ruairi LONG,1108,M,🇮🇪,#1_Vertical Uphill,0,,,
Rui MUGA,1180,M,🇵🇹,#1_Vertical Uphill,0,35-39,https://utmb.world/en/runner/2151519.rui.muga,Rui MUGA
Ryan MCCARTHY,4366,M,🇮🇪,#4_Mountain Classic Junior,0,,,
Ryunosuke OMI,3176,M,🇯🇵,#2_Trail Long,0,,,
Sagar KHEMANI,4108,M,🇮🇳,#5_Mountain Classic Senior,0,,,
Salim BAGHDALI,2001,M,🇩🇿,#3_Trail Short,0,,,
Samuel HANSBY,3232,M,🇳🇿,#2_Trail Long,0,,,
Samuel ZANABONI,4378,M,🇮🇹,#4_Mountain Classic Junior,0,,,
Sebastian BATCHELOR,1083,M,🇬🇧,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/2307495.sebastian.batchelor,Sebastian BATCHELOR
Shih-Jin CHIEN,2329,M,🇹🇼,#3_Trail Short,0,,,
Siouk Har LIM,3210,M,🇲🇾,#2_Trail Long,0,,,
Thomas PERRY,4350,M,🇬🇧,#4_Mountain Classic Junior,0,,,
Thorsteinn Roy JÓHANNSSON,2179,M,🇮🇸,#3_Trail Short,0,,,
Toby BATCHELOR,1164,M,🇳🇿,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/4107926.toby.batchelor,Toby BATCHELOR
Toby BATCHELOR,4165,M,🇳🇿,#5_Mountain Classic Senior,0,20-34,https://utmb.world/en/runner/4107926.toby.batchelor,Toby BATCHELOR
Tom CRUDGINGTON,4365,M,🇮🇪,#4_Mountain Classic Junior,0,,,
Tomas REYES,1146,M,🇲🇽,#1_Vertical Uphill,0,,,
Tomas REYES,4150,M,🇲🇽,#5_Mountain Classic Senior,0,,,
Tria SAPUTRA,2168,M,🇮🇩,#3_Trail Short,0,,,
Valentas UŽA,4145,M,🇱🇹,#5_Mountain Classic Senior,0,,,
Ventura YANEZ LOZANO,1092,M,🇬🇶,#1_Vertical Uphill,0,,,
Vladislav IXEL,2016,M,🇦🇺,#3_Trail Short,0,35-39,https://utmb.world/en/runner/5062245.vladislav.ixel,Vladislav IXEL
Wai Ching SOH,1143,M,🇲🇾,#1_Vertical Uphill,0,20-34,https://utmb.world/en/runner/3721129.waiching.soh,Wai Ching SOH
Wes SHIPSEY,4428,M,🇺🇸,#4_Mountain Classic Junior,0,,,
William LONGDEN,4349,M,🇬🇧,#4_Mountain Classic Junior,0,,,
Yi-Lin CHUNG,3288,M,🇹🇼,#2_Trail Long,0,40-44,https://utmb.world/en/runner/204258.yilin.chung,Yi Lin CHUNG
Yousheng GUAN,2070,M,🇨🇳,#3_Trail Short,0,,,
Yousheng GUAN,4044,M,🇨🇳,#5_Mountain Classic Senior,0,,,
Yung-Jeng TZENG,1220,M,🇹🇼,#1_Vertical Uphill,0,40-44,https://utmb.world/en/runner/3675439.yungjeng.tzeng,Yung Jeng TZENG
Zoltán VIGH,1103,M,🇭🇺,#1_Vertical Uphill,0,40-44,https://utmb.world/en/runner/1976429.zoltan.vigh,Zoltan VIGH
Zoltán VIGH,4104,M,🇭🇺,#5_Mountain Classic Senior,0,40-44,https://utmb.world/en/runner/1976429.zoltan.vigh,Zoltan VIGH
Ákos MOLNÁR,1102,M,🇭🇺,#1_Vertical Uphill,0,50-54,https://utmb.world/en/runner/541265.akos.molnar,Akos MOLNAR
Ákos MOLNÁR,4103,M,🇭🇺,#5_Mountain Classic Senior,0,50-54,https://utmb.world/en/runner/541265.akos.molnar,Akos MOLNAR
Ümran BULUT,4416,M,🇹🇷,#4_Mountain Classic Junior,0,,,
